Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000269821	KCNQ1OT1	-1.339393494	0.008295917	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0082235	anti_sense	Q75	hsa-miR-6510-5p	Qt interval,Qt interval; Electrocardiography; T wave morphology measurement,Electrocardiography,Bmi-adjusted waist-hip ratio,Familial long qt syndrome,Trauma exposure measurement,Platelet aggregation,Body height,Anthranilic acid measurement,Lip morphology measurement,Birth weight,Drugs used in diabetes use measurement,Parental genotype effect measurement; Birth weight,Platelet count; Platelet crit,Mean platelet volume,Stressful life event measurement; Depressive symptom measurement,Mouth morphology measurement; Nose morphology measurement,Mean arterial pressure; Response to high sodium diet; Systolic blood pressure,Glucose measurement; Hba1c measurement,-,Hyperuricemia; Creatinine measurement; Glomerular filtration rate; Chronic kidney disease	TRPM5	CACNA2D2
ENSG00000249042	FAM151B-DT	-2.407272155	1.17e-10	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0042987	anti_sense	Q90	hsa-miR-619-5p	Psoriasis,-	ANKRD34B	CRAMP1
ENSG00000187013	LINC02875	2.511259229	1.19e-08	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0145122	integenic	Not conserved	hsa-miR-331-3p,hsa-miR-920,hsa-miR-4749-3p	Hypertension; Systolic blood pressure,-	TBX2	CYTH3
ENSG00000256802	ENSG00000256802	1.94028937	8.7e-05	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0104723	integenic	Not conserved	hsa-miR-4758-5p,hsa-miR-6090	-	GOLGA8J	STARD3NL
ENSG00000288873	ENSG00000288873	2.670336213	1.54e-17	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0075307	anti_sense	Not conserved	hsa-miR-3197,hsa-miR-4640-3p,hsa-miR-4733-3p,hsa-miR-6769b-5p	-	EDF1	FYN
ENSG00000246582	TNFRSF10A-DT	1.780659098	0.000338236	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0063968	anti_sense	Not conserved	hsa-miR-4687-5p	Wet macular degeneration; Atrophic macular degeneration; Central serous retinopathy; Tnf-related apoptosis-inducing ligand measurement; Age-related macular degeneration,Protein measurement	CHMP7	ELOA
ENSG00000231024	ENSG00000231024	5.621700362	0.017887788	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0146500	anti_sense	Not conserved	NA	NA	AAK1	ALOX5
ENSG00000285730	ENSG00000285730	-3.198610757	0.002311565	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0149570	anti_sense	Not conserved	hsa-miR-619-5p	-	RNASET2	NUB1
ENSG00000269924	ENSG00000269924	5.273468992	0.021551693	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0065069	sense	Not conserved	hsa-miR-4447	NA	SPIDR	CYP24A1
ENSG00000257052	PRPF19-DT	5.273470484	0.021551693	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0084481	integenic	Q50	NA	-	TMEM109	CYP24A1
ENSG00000229267	SNHG31	-3.409586174	0.031050818	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0146333	integenic	Q90	NA	NA	VWC2L	MIPEP
ENSG00000285671	ENSG00000285671	5.516613898	0.009761814	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0076301	anti_sense	Q75	hsa-miR-619-5p	-	MSANTD7	TLL1
ENSG00000230615	ENSG00000230615	2.128319303	2.77e-08	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0003151	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-1224-3p	-	KLF17	COL9A2
ENSG00000229848	ENSG00000229848	5.592743678	0.012665504	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0119279	anti_sense	Q50	hsa-miR-149-3p,hsa-miR-615-5p,hsa-miR-661,hsa-miR-4257,hsa-miR-4472,hsa-miR-4685-3p,hsa-miR-1199-3p,hsa-miR-6826-3p,hsa-miR-6886-5p,hsa-miR-7113-3p	Serum alanine aminotransferase measurement; Serum gamma-glutamyl transferase measurement,Sex hormone-binding globulin measurement; Serum gamma-glutamyl transferase measurement,Protein measurement,Testosterone measurement,Sex hormone-binding globulin measurement,-	FSCN2	FSTL4
ENSG00000260583	ENSG00000260583	5.592735322	0.012665424	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0147166	integenic	Not conserved	NA	NA	MRPL39	FSTL4
ENSG00000255571	MIR9-3HG	5.59272924	0.012663912	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0108036	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-1228-5p,hsa-miR-3178,hsa-miR-4529-5p,hsa-miR-4667-3p,hsa-miR-4710,hsa-miR-6089,hsa-miR-6736-5p,hsa-miR-6810-3p,hsa-miR-6816-5p,hsa-miR-6826-3p,hsa-miR-6887-3p	White matter microstructure measurement,Cortical surface area measurement; Cigarettes per day measurement,Mathematical ability,Body mass index,Comparative body size at age 10, self-reported,Dental caries; Dentures,-	FANCI	FSTL4
ENSG00000248206	ENSG00000248206	5.315752954	0.024566154	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0038988	intronic_sense	Q50	NA	-	STOX2	RIMBP2
ENSG00000289938	ENSG00000289938	5.891540284	0.003270818	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0061922	integenic	Q75	hsa-miR-6754-5p,hsa-miR-6833-3p,hsa-miR-6873-3p	Alcoholic pancreatitis,-	EPHB6	RIMBP2
ENSG00000260912	ENSG00000260912	4.392224315	7.51e-50	ctrl_p130_siCTRL vs DOX_p130_siCTRL	NA	NA	NA	NA	NA	ACER2	SPA17
ENSG00000180769	WDFY3-AS2	1.348427968	0.019999744	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0035624	anti_sense	Q75	hsa-miR-649,hsa-miR-3960,hsa-miR-8072	-	CDS1	CTSA
ENSG00000204362	LINC02783	2.83566625	0.003653346	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0001259	integenic	Q50	hsa-miR-2355-3p,hsa-miR-500b-3p,hsa-miR-6803-5p	NA	PADI1	FGFR2
ENSG00000267530	LINC01836	-1.749174044	0.004630621	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0122927	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-4430,hsa-miR-6809-3p	Serum gamma-glutamyl transferase measurement,Mean corpuscular volume,Platelet component distribution width,-	PTBP1	POLR1A
ENSG00000248092	NNT-AS1	-1.282580751	4.37e-06	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0148848	integenic	Q90	NA	-	PAIP1	RORA
ENSG00000259802	ENSG00000259802	1.48009138	0.004630621	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0040136	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-891a-3p,hsa-miR-4274,hsa-miR-6807-3p	Serum gamma-glutamyl transferase measurement,-	CMBL	BUD23
ENSG00000286835	ENSG00000286835	-3.169769071	0.037124704	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0150938	sense	Not conserved	hsa-miR-6729-5p	NA	ZNF367	STK10
ENSG00000282393	ENSG00000282393	6.037671075	0.000939182	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0122846	integenic	Not conserved	NA	NA	PLPP2	TSG101
ENSG00000186615	KTN1-AS1	1.421509964	0.008351589	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0101474	integenic	Not conserved	NA	NA	TBPL2	ZZEF1
ENSG00000203930	LINC00632	-1.176081107	0.002264001	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0140423	anti_sense	Q75	hsa-miR-619-5p,hsa-miR-4323,hsa-miR-1268b,hsa-miR-6754-5p	NA	SPANXB1	EIF4G3
ENSG00000227258	SMIM2-AS1	2.089104037	0.036038816	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0096738	integenic	Not conserved	NA	NA	NA	ACAT1
ENSG00000235927	NEXN-AS1	1.238832718	0.000725903	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0004596	anti_sense	Q90	NA	Mean corpuscular volume,Platelet count,-	FUBP1	CXCL2
ENSG00000272288	ILRUN-AS1	2.040566333	9.43e-09	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0049635	anti_sense	Q90	hsa-miR-3960	-	SNRPC	OSTM1
ENSG00000251562	MALAT1	-1.587901109	6.36e-08	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0084905	integenic	Q90	hsa-miR-1224-3p,hsa-miR-4667-3p,hsa-miR-6817-5p,hsa-miR-6829-3p,hsa-miR-6832-3p	-	SCYL1	C1QTNF3
ENSG00000287637	ENSG00000287637	5.251937928	0.026778792	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0132996	anti_sense	Q90	NA	-	VPS26C	IPO11
ENSG00000274248	ENSG00000274248	1.460492897	0.014536974	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0133683	integenic	Q50	hsa-miR-205-3p,hsa-miR-6826-3p	NA	COL6A1	DOCK9
ENSG00000291027	UBE2Q2P1	-2.610284585	0.0006312	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0107792	integenic	Not conserved	NA	Bmi-adjusted waist circumference; Bmi-adjusted hip circumference,Bmi-adjusted waist circumference,Bmi-adjusted hip circumference,Coronary artery disease,Body height,Appendicular lean mass,Bipolar disorder,-	WDR73	FUS
ENSG00000267080	ASB16-AS1	1.061941133	0.000161883	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0116707	overlap_antisense	Q75	hsa-miR-3178,hsa-miR-4722-5p,hsa-miR-6089,hsa-miR-6132	Hematocrit; Red blood cell density measurement,-	ATXN7L3	SLC9A1
ENSG00000288934	ENSG00000288934	1.189341709	0.0148254	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0009875	integenic	Q50	NA	NA	MDM4	SPAG7
ENSG00000248866	USP46-DT	1.997313733	0.022611778	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0034411	anti_sense	Not conserved	hsa-miR-6089	-	RASL11B	EZR
ENSG00000262265	ENSG00000262265	-2.863774266	5.23e-05	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0116978	sense	Not conserved	NA	-	CDC27	MSH2
ENSG00000240350	SOCAR	4.756401713	1.34e-09	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0017893	integenic	Not conserved	NA	NA	BCL2L11	TMEM38B
ENSG00000289291	ENSG00000289291	2.643725158	3.94e-05	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0002086	anti_sense	Not conserved	hsa-miR-376a-5p,hsa-miR-1237-5p	-	TAF12	PRKY
ENSG00000258813	RBM25-AS1	2.914920193	0.00693724	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0102323	anti_sense	Q90	hsa-miR-619-5p	Tyrosine measurement,-	ZFYVE1	HCN2
ENSG00000283078	ENSG00000283078	2.743693369	0.000899682	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0131475	anti_sense	Not conserved	hsa-miR-6826-3p,hsa-miR-6848-3p	-	LSM14B	CARD10
ENSG00000232692	ENSG00000232692	3.175389056	0.00972727	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0132414	anti_sense	Q75	hsa-miR-6829-3p,hsa-miR-7843-5p	Dna methylation,Pulmonary function measurement,Hdl cholesterol change measurement,Hypertension; Proteinuria; Response to bevacizumab,Triglyceride change measurement; Response to exercise,Response to beta blocker; Heart rate,-	GABPA	SEPTIN3
ENSG00000260136	ENSG00000260136	1.341081448	0.013906487	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0110246	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-8485	-	SCNN1B	LMF2
ENSG00000286314	ENSG00000286314	-2.53002325	0.001179154	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0042304	sense	Not conserved	hsa-miR-6089	NA	ERBIN	CDKN3
ENSG00000251136	RIPK2-DT	-1.299483264	0.039310002	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0066822	integenic	Q50	NA	Human papilloma virus infection; Oropharynx cancer,-	NBN	PSMA3
ENSG00000287335	ENSG00000287335	1.644961943	7.79e-05	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0130592	integenic	Not conserved	hsa-miR-619-5p,hsa-miR-6089	Seasonality measurement,-	NCOA3	MYBL2
ENSG00000117242	PINK1-AS	1.40739929	3.25e-08	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0001460	intronic_antisense	Not conserved	NA	-	DDOST	ISM1
ENSG00000258017	ENSG00000258017	-2.045631471	3.78e-05	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0090924	anti_sense	Q75	hsa-miR-619-5p,hsa-miR-4467,hsa-miR-4534,hsa-miR-3960,hsa-miR-6089	Brain measurement,Handedness,Cortical thickness,Comparative body size at age 10, self-reported,Neuroimaging measurement; Brain measurement,-	TUBA1C	TRIB3
ENSG00000227496	ENSG00000227496	-1.279345516	0.026987394	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0011013	integenic	Q50	hsa-miR-4769-5p	Neuroticism measurement,Monocyte count,Interleukin-6 measurement,Unipolar depression,Leukocyte count,Leukocyte count; Myeloid white cell count; Monocyte count,Susceptibility to hepatitis b infection measurement,Myeloid white cell count,Cognitive inhibition measurement,Lymphocyte count,Serum gamma-glutamyl transferase measurement,-	SRP9	MANBAL
ENSG00000204934	ATP6V0E2-AS1	-1.720370877	0.047919464	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0062204	anti_sense	Not conserved	hsa-miR-4270,hsa-miR-6750-5p	-	ZNF467	OXT
ENSG00000282943	ENSG00000282943	2.28302389	0.024236079	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0145755	overlap_antisense	Not conserved	hsa-miR-4447	C-x-c motif chemokine 10 measurement	CD177	PIN4
ENSG00000237773	ENSG00000237773	1.261410874	0.041586976	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0056389	anti_sense	Not conserved	NA	NA	AGR3	BEX4
ENSG00000273084	ENSG00000273084	2.09514528	4.66e-11	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0055874	anti_sense	Q50	hsa-miR-326,hsa-miR-762,hsa-miR-3195,hsa-miR-4505,hsa-miR-4632-3p,hsa-miR-5787,hsa-miR-6803-5p	Pcsk9 protein measurement,-	SLC29A4	KNOP1
ENSG00000203446	SUGCT-AS1	2.863665077	1.66e-06	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0057426	anti_sense	Q90	hsa-miR-6089,hsa-miR-6824-3p	-	MPLKIP	DECR1
ENSG00000263823	ENSG00000263823	1.139351669	0.024741678	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0120765	anti_sense	Q75	hsa-miR-4467	-	RNF125	IKBKB
ENSG00000250934	ENSG00000250934	3.758093258	0.000282381	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0028671	integenic	Q50	hsa-miR-766-5p,hsa-miR-4534,hsa-miR-3972,hsa-miR-6769a-3p,hsa-miR-6769b-5p	Protein measurement,Glycine measurement,Hematocrit; Hemoglobin measurement,Alopecia; Androgenetic alopecia; Hair colour measurement; Balding measurement,Uric acid measurement; Urate measurement,Balding measurement; Urate measurement,Urate measurement,-	CFAP100	NCALD
ENSG00000205861	PCOTH	1.360939318	0.002688021	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0095755	anti_sense	Q50	hsa-miR-4488,hsa-miR-6845-5p,hsa-miR-7160-3p	-	NA	SLC39A14
ENSG00000247157	LINC01252	-3.706419652	0.027729824	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0089327	integenic	Q75	NA	Lean body mass; Bone measurement; Fat body mass,-	ETV6	MTMR9
ENSG00000272168	CASC15	1.293898654	0.048775306	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0048556	integenic	Not conserved	NA	NA	HDGFL1	R3HCC1
ENSG00000272482	ENSG00000272482	2.399617584	0.002342702	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0000950	integenic	Q90	hsa-miR-6756-5p	NA	DHRS3	PPP2CB
ENSG00000269927	ENSG00000269927	1.04388739	0.03117365	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0102253	anti_sense	Not conserved	hsa-miR-6809-3p	Cardiovascular disease; Hmg coa reductase inhibitor use measurement,Autism spectrum disorder,Ischemic stroke,-	MAP3K9	KLC3
ENSG00000224687	RASAL2-AS1	1.80518154	1.97e-05	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0008683	integenic	Q75	hsa-miR-525-3p,hsa-miR-524-3p,hsa-miR-550b-2-5p,hsa-miR-4488,hsa-miR-6509-3p	-	SEC16B	TNNT1
ENSG00000286013	ENSG00000286013	-2.121901642	2.62e-06	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0060382	anti_sense	Not conserved	NA	Response to serotonin-norephinephrine reuptake inhibitor,Mortality,Valine measurement,Multiple myeloma,-	PIK3CG	POP4
ENSG00000291156	ENSG00000291156	2.024359986	0.005841585	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0000078	integenic	Not conserved	NA	-	AGRN	ICAM4
ENSG00000263766	KPNB1-DT	3.084895799	1.12e-05	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0117016	integenic	Not conserved	hsa-miR-4463,hsa-miR-4492,hsa-miR-6089	Mathematical ability	OSBPL7	KDELR1
ENSG00000228775	WEE2-AS1	-1.504876639	0.004520981	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0061854	anti_sense	Q50	NA	Sensory perception of bitter taste,-	DENND11	LENG1
ENSG00000270175	ENSG00000270175	3.255925101	2.1e-07	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0091285	anti_sense	Q75	NA	-	MAP3K12	SIPA1L3
ENSG00000272977	ENSG00000272977	1.546037579	0.000724713	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0134585	integenic	Not conserved	NA	Bipolar disorder,Adolescent idiopathic scoliosis	GRK3	SP4
ENSG00000260868	LINC01960	2.950557133	7.15e-06	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0146267	integenic	Q75	NA	NA	SP9	TTC26
ENSG00000238164	TNFRSF14-AS1	5.222976024	0.039545226	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0000275	anti_sense	Q75	hsa-miR-505-5p,hsa-miR-619-5p,hsa-miR-3620-5p,hsa-miR-4481,hsa-miR-1343-3p,hsa-miR-5589-5p,hsa-miR-6751-3p,hsa-miR-6769a-3p,hsa-miR-6813-5p,hsa-miR-6852-5p	Eosinophil count,Rheumatoid arthritis,Eosinophil count; Eosinophil percentage of leukocytes,-	HES5	COBL
ENSG00000261423	TMEM202-AS1	1.599802055	0.037866335	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0107060	integenic	Not conserved	hsa-miR-4675	NA	HEXA	EPHB6
ENSG00000257261	SLC38A4-AS1	1.093318099	0.034819839	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0090714	integenic	Not conserved	NA	NA	PCED1B	NPTX2
ENSG00000291144	ENSG00000291144	4.268222186	0.002695039	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0082349	overlap_sense	Not conserved	NA	Lung carcinoma,Mean corpuscular hemoglobin concentration,Hip bone mineral density; Hip bone size,Diastolic blood pressure,-	OR52K1	PDAP1
ENSG00000258441	LINC00641	-1.531370202	0.025486713	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0099873	integenic	Not conserved	NA	Bipolar disorder,-	HNRNPC	BUD31
ENSG00000287878	ENSG00000287878	5.494539809	0.014210454	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0024042	overlap_antisense,anti_sense	Q50	hsa-miR-1304-5p,hsa-miR-6747-3p	-	CAMK1	FSCN3
ENSG00000224666	ETV7-AS1	5.494540752	0.014210454	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0049748	anti_sense	Q50	hsa-miR-619-5p,hsa-miR-3652,hsa-miR-4674,hsa-miR-6089	Rheumatoid arthritis,Leukocyte count,Mean platelet volume,Eczema; Allergic rhinitis,-	KCTD20	FSCN3
ENSG00000273335	ENSG00000273335	3.888893295	0.003868832	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0119918	anti_sense	Not conserved	NA	NA	PPP4R1	CORO2A
ENSG00000231131	LNCAROD	2.112009143	1.59e-09	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0078017	integenic	Not conserved	hsa-miR-6895-5p	Heel bone mineral density,Bone density; Dickkopf‐related protein 1 measurement; Heel bone mineral density,Bone density,Bone density; Heel bone mineral density,Dickkopf‐related protein 1 measurement,Femoral neck bone mineral density; Spine bone mineral density,Bone fracture,Velocity of sound measurement; Bone quantitative ultrasound measurement; Heel bone mineral density,Bone quantitative ultrasound measurement	MBL2	PTGR1
ENSG00000280206	ENSG00000280206	-1.238083086	0.000480248	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0109823	sense	Not conserved	NA	NA	NDE1	PPP3CB
ENSG00000277895	ENSG00000277895	2.434129319	0.010866081	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0091934	anti_sense	Q75	NA	NA	C12orf56	RPL28
ENSG00000226808	LINC00840	-1.791048017	0.001071229	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0077591	integenic	Not conserved	NA	NA	ZNF485	NCAPG
ENSG00000181798	LINC00471	-2.884805862	0.010738789	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0146742	integenic	Not conserved	NA	Body height	NMUR1	NRXN2
ENSG00000273702	ENSG00000273702	2.440982086	0.003926743	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0117777	anti_sense	Q75	hsa-miR-505-5p	Creatinine measurement; Glomerular filtration rate,-	PTRH2	CCND1
ENSG00000263272	ENSG00000263272	-2.043369871	0.041267599	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0114128	anti_sense,sense	Not conserved	NA	Age at menopause,-	C1QBP	PRPF40B
ENSG00000253738	OTUD6B-AS1	-1.070449534	0.002696839	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0066885	anti_sense	Q50	NA	-	PIP4P2	CDK2AP1
ENSG00000234380	LINC01426	2.493839869	3.92e-05	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0132868	integenic	Q75	hsa-miR-6089,hsa-miR-6763-5p,hsa-miR-8485	Breast carcinoma,Atrial fibrillation,Allergic rhinitis,Coronary artery calcification	CLIC6	ASF1A
ENSG00000256940	PPP1R14B-AS1	1.398078924	1.7e-07	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0084765	anti_sense	Q90	hsa-miR-505-5p,hsa-miR-920,hsa-miR-1237-5p,hsa-miR-3178,hsa-miR-1587	-	NA	SAYSD1
ENSG00000260816	ENSG00000260816	-5.710619862	0.003815216	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0144797	sense	Not conserved	NA	Colorectal health,Acute graft vs. host disease,Fev/fec ratio; Response to bronchodilator	WWOX	MSH3
ENSG00000273017	ENSG00000273017	-2.573128852	0.02978003	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0132544	sense	Not conserved	hsa-miR-4311	NA	BACH1	CDH6
ENSG00000272293	ENSG00000272293	-2.045274746	0.014505196	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0062880	anti_sense	Not conserved	NA	-	TDRP	TCERG1
ENSG00000261326	LINC01355	-1.856972697	0.013081601	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0001619	sense	Q90	NA	Monocyte count,Heel bone mineral density,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Bmi-adjusted hip circumference,-	HNRNPR	TUSC2
ENSG00000290399	ENSG00000290399	-1.274636031	0.04973782	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0104477	integenic	Not conserved	NA	NA	NIPA1	KLHL18
ENSG00000259275	ENSG00000259275	-2.300597266	0.002567975	ctrl_p130_siCTRL vs DOX_p130_siCTRL	HSALNG0108407	integenic	Q90	hsa-miR-1237-5p,hsa-miR-4281	Self reported educational attainment; Intelligence,Chronotype measurement; Cortical thickness,Cognitive function measurement,Chronotype measurement,Mathematical ability,Fev/fec ratio,-	NR2F2	CCT4
