Ensembl_ID	Gene_symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000282386	ENSG00000282386	1.333831155	8.23e-05	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0007361	anti_sense	Not conserved	hsa-miR-619-5p,hsa-miR-4258,hsa-miR-5787	Lentiform nucleus measurement,-	CREB3L4	ZNF200
ENSG00000277987	LINC02351	-1.467087489	0.000375507	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0108475	overlap_antisense	Q50	hsa-miR-373-5p,hsa-miR-619-5p,hsa-miR-1207-3p,hsa-miR-3187-5p,hsa-miR-4279,hsa-miR-378f,hsa-miR-6763-3p,hsa-miR-6791-5p,hsa-miR-6810-3p,hsa-miR-6813-5p,hsa-miR-6852-5p,hsa-miR-8485	Neurotic disorder,Body height,Hip circumference,Coronary artery calcification,Unipolar depression; Smoking behaviour measurement,Body fat distribution,White matter hyperintensity measurement,Response to diisocyanate,Optic cup area measurement,Obesity,Heel bone mineral density,Response to placebo; Fvc change measurement,Major depressive disorder; Major depressive episode,Unipolar depression,-	PGPEP1L	UFL1
ENSG00000227253	ENSG00000227253	5.731389499	0.005625115	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0077133	anti_sense	Q50	NA	Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio; Waist-hip ratio,-	CCDC7	HGF
ENSG00000235385	LINC02154	6.3111729	0.000508751	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0136703	overlap_sense	Not conserved	NA	NA	ATXN3L	HGF
ENSG00000285517	ENSG00000285517	5.153235138	0.028495519	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0090154	integenic	Not conserved	hsa-miR-6780a-5p	NA	TSPAN11	SLAMF7
ENSG00000223646	ENSG00000223646	5.154522254	0.042550618	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0060625	anti_sense	Q50	NA	-	LSMEM1	SLAMF7
ENSG00000261641	ENSG00000261641	6.132837467	0.000419702	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0108899	anti_sense	Not conserved	hsa-miR-5589-5p	NA	PERCC1	SLAMF7
ENSG00000249618	LINC02465	5.154522254	0.042550618	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0037148	integenic	Q90	hsa-miR-619-5p,hsa-miR-6778-5p	Self reported educational attainment; Intelligence,Obesity,Body mass index,Age at menarche,Intelligence,Body height; Body weight; Body mass index,Waist circumference,Fat body mass,Chronotype measurement,Dental caries,Rr interval,Unipolar depression,Comparative body size at age 10, self-reported,Mhpg measurement; Hva measurement,Motor function measurement; Response to levodopa; Response to zonisamide,-	C4orf33	SLAMF7
ENSG00000242440	LINC02046	5.154522254	0.042550618	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0147645	integenic	Not conserved	hsa-miR-619-5p	NA	AGTR1	SLAMF7
ENSG00000237248	LINC00987	5.154522254	0.042550618	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0089130	integenic	Q50	hsa-miR-619-5p,hsa-miR-6769b-5p	-	KLRG1	SLAMF7
ENSG00000259211	ENSG00000259211	5.15485475	0.047953105	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0105250	anti_sense	Q90	hsa-miR-4447,hsa-miR-4802-5p	Triglyceride measurement,-	CCDC32	SLAMF7
ENSG00000179428	IL6-AS1	6.931365402	7.49e-07	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0056610	anti_sense,sense	Q50	NA	Platelet count; Aspartate aminotransferase measurement,Cerebrospinal fluid clusterin measurement,C-reactive protein measurement,Leukocyte count,C-reactive protein measurement; Mean corpuscular hemoglobin,Serum albumin measurement,Unipolar depression,Lymphocyte percentage of leukocytes,Serum alanine aminotransferase measurement,Parental genotype effect measurement; Birth weight,Leukocyte count; C-reactive protein measurement; Lymphocyte count,Lymphocyte count,Lung carcinoma,Mean corpuscular hemoglobin,Albumin:globulin ratio measurement; Serum non-albumin protein measurement,Platelet count,Bilirubin measurement,Leukocyte count; Neutrophil count; Myeloid white cell count; 3-hydroxyphenylacetic acid measurement,Serum albumin measurement; C-reactive protein measurement; Body height,Tonsillectomy risk measurement,Longevity; Takayasu arteritis,Eosinophil count,Pulse pressure measurement,Systemic lupus erythematosus,Serum non-albumin protein measurement,Aortic stenosis; Aortic valve calcification,Pulse pressure measurement; Cerebrospinal fluid clusterin measurement,-	STEAP1B	SLAMF7
ENSG00000289386	ENSG00000289386	5.153232616	0.028495519	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0076983	sense	Q75	hsa-miR-4711-3p	Response to aromatase inhibitor,Upper aerodigestive tract neoplasm,Cognitive decline measurement,Heel bone mineral density,Dna methylation,Platelet crit,Platelet count,Carotid artery intima media thickness,Orofacial clefting syndrome,Age at onset,Unipolar depression,Emphysema pattern measurement,Leukocyte count,Fev/fec ratio,Platelet component distribution width,Peak expiratory flow; Fev/fec ratio,Serum gamma-glutamyl transferase measurement; Uridine diphosphate galactose measurement; Uridine diphosphate glucose measurement,Cholesteryl ester 20:5 measurement,Cleft lip,Electrocardiography,Mean platelet volume,Coronary artery disease,Abnormality of refraction,Pulse pressure measurement; Coronary artery disease,Coronary artery disease; Myocardial infarction,Advanced glycosylation end product-specific receptor ligand measurement; Coronary artery disease,Hematocrit; Refractive error,Pulse pressure measurement; Diastolic blood pressure; Alcohol drinking,Hemoglobin measurement,Response to paclitaxel,Alcohol use disorder measurement,Waist-hip ratio,Body height,Forced expiratory volume; Intraocular pressure measurement,Intelligence; Lymphocyte count; Monocyte count,Lymphocyte count,Leukocyte count; Lymphocyte count; Myeloid white cell count,Monocyte count,Neutrophil count,Pancreatitis,Response to paliperidone; Schizophrenia symptom severity measurement,Cirrhosis of liver; Non-alcoholic fatty liver disease,Childhood trauma measurement; Smoking behaviour measurement,Attention deficit hyperactivity disorder; Antisocial behaviour measurement; Substance abuse,Mental or behavioural disorder; Attempted suicide,Mortality,Parental longevity,Myeloid white cell count,-	SVIL	SLAMF7
ENSG00000232633	ENSG00000232633	5.153233818	0.028495519	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0044198	anti_sense	Not conserved	NA	NA	YTHDC2	SLAMF7
ENSG00000251556	ENSG00000251556	5.154522254	0.042550618	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0045612	anti_sense	Q50	hsa-miR-619-5p	-	SH3RF2	SLAMF7
ENSG00000291131	ENSG00000291131	5.724630161	0.0034635	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0127378	integenic	Not conserved	hsa-miR-4534,hsa-miR-6819-5p	Protein measurement	VN1R2	SLAMF7
ENSG00000242808	SOX2-OT	5.153591364	0.031586534	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0031034	anti_sense,sense	Q90	hsa-miR-619-5p,hsa-miR-1202,hsa-miR-3679-3p,hsa-miR-6085,hsa-miR-6089,hsa-miR-6833-3p	Self reported educational attainment,Body mass index,Intelligence,Insomnia measurement,Eating disorder,Self reported educational attainment; Smoking status measurement,Reaction time measurement,Anorexia nervosa,Body height,Smoking status measurement,Attention deficit hyperactivity disorder,Sleep duration,Corneal topography,Risk-taking behaviour,Interferon gamma measurement,Lifestyle measurement; Risk-taking behaviour,Ankle injury,Diastolic blood pressure,Protein measurement,Hallux valgus,Unipolar depression,Cleft lip,Anti-toxoplasma gondii igg measurement,Facial hair thickness measurement; Synophrys measurement; Hirsutism,Puberty onset measurement,Balding measurement,Hair colour measurement,Corneal astigmatism,Eating disorder; Bipolar disorder,Attention deficit hyperactivity disorder; Antisocial behaviour measurement; Substance abuse,-	SOX2	SLAMF7
ENSG00000266994	ENSG00000266994	5.153232616	0.028495519	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0109279	anti_sense,sense	Q75	hsa-miR-3620-5p,hsa-miR-4505,hsa-miR-1587,hsa-miR-4646-5p,hsa-miR-6132,hsa-miR-6823-3p	Protein measurement,Ferritin measurement,-	ZNF500	SLAMF7
ENSG00000253286	ENSG00000253286	5.724765701	0.003668389	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0068229	anti_sense	Q50	hsa-miR-6829-5p	Electrocardiography; Pr interval; Atrial fibrillation,Qrs duration,Systolic blood pressure,Electrocardiography,-	FAM91A1	SLAMF7
ENSG00000290387	SORD2P	5.153233818	0.028495519	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0144510	integenic	Not conserved	NA	Adolescent idiopathic scoliosis	PATL2	SLAMF7
ENSG00000231918	ENSG00000231918	5.154522254	0.042550618	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0014889	integenic	Not conserved	NA	NA	CHAC2	SLAMF7
ENSG00000275202	ENSG00000275202	1.344653401	0.035901714	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0097019	anti_sense	Q75	hsa-miR-4268,hsa-miR-4280,hsa-miR-3960,hsa-miR-4707-5p	-	CAB39L	PRKCH
ENSG00000231419	LINC00689	-1.478211538	7.58e-14	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0062824	anti_sense	Not conserved	hsa-miR-619-5p	-	DYNC2I1	DEPDC1B
ENSG00000236098	ENSG00000236098	-1.474985784	0.016335053	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0005323	integenic	Q50	hsa-miR-6089,hsa-miR-6502-3p,hsa-miR-7152-5p,hsa-miR-8073	-	ARHGAP29	FLT4
ENSG00000237125	HAND2-AS1	-1.189454958	5.07e-09	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0038609	anti_sense	Q90	hsa-miR-513a-5p,hsa-miR-619-5p,hsa-miR-4297,hsa-miR-4316,hsa-miR-4281,hsa-miR-4285,hsa-miR-1268b,hsa-miR-4505,hsa-miR-6089,hsa-miR-6726-5p,hsa-miR-6732-5p,hsa-miR-6732-3p,hsa-miR-6735-5p,hsa-miR-6747-3p,hsa-miR-6805-5p,hsa-miR-6813-5p,hsa-miR-6845-3p,hsa-miR-8485	Pr interval,Lower face morphology measurement,Cardiac arrhythmia,Electrocardiography,Moderate albuminuria,Response to drug,Cocaine dependence,Diabetic nephropathy,Pulse pressure measurement,Vital capacity,Hormone measurement,Cardiac arrhythmia; Atrial fibrillation,Atrial fibrillation,Inguinal hernia,Multiple myeloma,Heel bone mineral density,Erosive tooth wear measurement,Bone mineral content measurement,Response to bisphosphonate; Atypical femoral fracture,Ovarian serous carcinoma; Response to carboplatin; Response to paclitaxel; Progression free survival,Parental genotype effect measurement; Birth weight,-	SAP30	VCAN
ENSG00000272666	KLHDC7B-DT	2.303397102	5.88e-23	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0136305	integenic	Q50	hsa-miR-5589-5p	Erythrocyte count,Monocyte count	SYCE3	RETSAT
ENSG00000255491	ENSG00000255491	-3.721360753	1.7e-18	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0068289	integenic	Q50	hsa-miR-363-5p,hsa-miR-4505,hsa-miR-6089,hsa-miR-6754-5p	Platelet component distribution width,Triacylglycerol 58:6 measurement,Left ventricular ejection fraction measurement; Dilated cardiomyopathy; Left ventricular structural measurement; Left ventricular systolic function measurement; Hematocrit; Heart function measurement,Reticulocyte measurement,Hematocrit; Hemoglobin measurement; Pr interval,Pr interval; Left ventricular structural measurement; Atrial fibrillation,Left ventricular systolic function measurement,Platelet crit; Heart relative wall thickness; Left ventricular ejection fraction measurement; Fractional shortening; Left ventricular diastolic function measurement; Left ventricular systolic function measurement; Electrocardiography; Ejection fraction measurement,-	MTSS1	GPM6B
ENSG00000204706	MAMDC2-AS1	-5.482738523	0.038454281	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0071768	anti_sense	Q75	hsa-miR-30b-3p,hsa-miR-4267,hsa-miR-3940-5p,hsa-miR-4447	Corneal resistance factor,Mortality,-	KLF9	NEXMIF
ENSG00000287218	ENSG00000287218	-5.75003512	0.02885115	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0008231	anti_sense	Q50	hsa-miR-5699-3p,hsa-miR-6089,hsa-miR-6729-5p,hsa-miR-6858-5p	Systemic scleroderma; Adult onset asthma,Adult onset asthma; Atopic asthma,Autoimmune thyroid disease; Allergic rhinitis; Atopic eczema; Eczema; Eosinophil percentage of leukocytes; Eosinophil count,Eosinophil count; Glucocorticoid use measurement; Inhalant adrenergic use measurement,Inhalant adrenergic use measurement; Adult onset asthma,Hypothyroidism; Allergic rhinitis,Eosinophil count; Adult onset asthma,-	POU2F1	NEXMIF
ENSG00000235434	RNF186-AS1	-5.745722077	0.02245656	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0141689	anti_sense	Q75	NA	Psoriasis; Ulcerative colitis; Ankylosing spondylitis; Crohn's disease; Sclerosing cholangitis,Creatinine measurement; Glomerular filtration rate,-	OTUD3	NEXMIF
ENSG00000226320	LINC01811	-4.191084242	6.13e-09	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0025097	integenic	Q50	NA	Asthma exacerbation measurement,Smoking behavior,Smoking status measurement	PDCD6IP	KMT2C
ENSG00000232949	ENSG00000232949	2.503598065	0.007664548	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0056606	anti_sense	Q50	hsa-miR-892b,hsa-miR-4472,hsa-miR-4534	Atopic asthma,C-reactive protein measurement,Unipolar depression,-	IL6	PKP2
ENSG00000257354	MIRLET7IHG	-1.191770418	0.005029865	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0091856	integenic	Q50	hsa-miR-4286	Waist circumference,-	MON2	TNK2
ENSG00000254102	BHLHE22-AS1	-2.515950791	2.51e-06	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0065796	anti_sense	Q50	NA	Risk-taking behaviour,Systolic blood pressure,-	CYP7B1	POLD1
ENSG00000272841	MAP3K4-AS1	2.04494724	2.19e-08	FCIBC02 Parent_ctrl vs Parent_Doxo	NA	NA	NA	NA	NA	AGPAT4	INTS13
ENSG00000272269	NUP153-AS1	2.894978524	1.2e-20	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0048366	anti_sense	Q90	hsa-miR-619-5p,hsa-miR-3960,hsa-miR-4787-5p,hsa-miR-6769b-5p	-	FAM8A1	NGEF
ENSG00000227704	ENSG00000227704	-1.115917428	0.00805333	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0055383	anti_sense	Not conserved	hsa-miR-1227-5p	-	ERMARD	ELOVL1
ENSG00000260123	CARMAL	-2.502120773	1.69e-08	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0108013	integenic	Q50	hsa-miR-1233-5p,hsa-miR-6089,hsa-miR-1273h-5p	Body height; Metabolic rate measurement,Chronic human papillomavirus infection,Mean platelet volume,-	ABHD2	POLB
ENSG00000234279	LINC01937	-2.646393324	0.016599031	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0023450	integenic	Not conserved	hsa-miR-619-5p	-	ASB1	ATP2A3
ENSG00000272037	ENSG00000272037	5.724251315	0.003543387	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0067417	anti_sense	Not conserved	NA	-	ODF1	ARHGAP15
ENSG00000267984	ENSG00000267984	6.29707753	0.000249153	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0127204	anti_sense	Q75	hsa-miR-210-5p,hsa-miR-939-5p,hsa-miR-3187-3p,hsa-miR-4447,hsa-miR-4456,hsa-miR-6769a-3p,hsa-miR-6780a-3p,hsa-miR-6813-5p	-	IGLON5	ARHGAP15
ENSG00000224812	TMEM72-AS1	-2.413028162	2.56e-05	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0077638	integenic	Not conserved	NA	NA	DEPP1	DNAJC10
ENSG00000231185	SPRY4-AS1	2.305989068	3.9e-06	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0148729	integenic	Not conserved	NA	Central corneal thickness,Serum gamma-glutamyl transferase measurement,Low density lipoprotein cholesterol measurement,Total cholesterol measurement; Low density lipoprotein cholesterol measurement,Pr interval,-	ARHGAP26	CDC14A
ENSG00000280007	ENSG00000280007	2.927340977	6.47e-05	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0133953	anti_sense	Not conserved	hsa-miR-619-5p	Atrial fibrillation,T-tau measurement,Carotid plaque build,-,Mean platelet volume	MICAL3	KCNK2
ENSG00000256628	ZBTB11-AS1	1.201578567	1.51e-09	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0027619	anti_sense	Q90	hsa-miR-4488,hsa-miR-6089	Response to drug,Body height,-	CEP97	SMAP2
ENSG00000234323	LINC01505	-3.186718838	3.8e-45	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0073483	integenic	Q75	NA	NA	ZNF462	RAB10
ENSG00000231971	CT69	2.474051376	0.026598664	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0053626	integenic	Q90	hsa-miR-619-5p,hsa-miR-3652,hsa-miR-4447,hsa-miR-4486,hsa-miR-6089	Mean corpuscular hemoglobin,Urate measurement,Erythrocyte count,Glomerular filtration rate,Abnormality of refraction,Mean corpuscular volume,Melanoma,Varicose veins,Hair colour measurement,Eosinophil count,Electrocardiography,Monocyte count,Platelet component distribution width; Platelet crit; Platelet count,Reticulocyte count,Leukocyte count,Platelet count,Triacylglycerol 52:5 measurement; Triacylglycerol 54:8 measurement,Calcium measurement,Platelet crit,Lymphocyte count,Coronary artery calcification,Red blood cell distribution width,Platelet-to-lymphocyte ratio,Cirrhosis of liver; Non-alcoholic fatty liver disease,Mean corpuscular hemoglobin; Erythrocyte count,Pulse pressure measurement,-	SGK1	WDFY1
ENSG00000277247	ENSG00000277247	-2.978445968	0.002212729	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0092318	anti_sense	Q50	hsa-miR-4312,hsa-miR-4455,hsa-miR-5787	Leukocyte count,Hiv-1 infection; Peripheral neuropathy; Response to reverse transcriptase inhibitor,-	KCNMB4	ZW10
ENSG00000239407	ENSG00000239407	-1.175173277	0.01308062	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0139259	sense	Not conserved	hsa-miR-619-5p,hsa-miR-6085	-	RAB40AL	CNOT3
ENSG00000253616	ENSG00000253616	3.167972854	0.004911552	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0063956	anti_sense	Not conserved	hsa-miR-1178-5p,hsa-miR-4455,hsa-miR-4472,hsa-miR-6803-5p	Parasitemia measurement,Monocyte percentage of leukocytes,-	TNFRSF10B	PDRG1
ENSG00000286288	ENSG00000286288	-1.748501541	8.6e-08	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0128148	integenic	Q50	NA	Mean platelet volume,Mean platelet volume; Platelet component distribution width,Platelet crit,Mean platelet volume; Platelet component distribution width; Platelet crit; Reticulocyte measurement,Post-operative sign or symptom; Response to surgery,-	SIRPG	DYNLL1
ENSG00000272405	ENSG00000272405	2.927059922	6.39e-10	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0007612	anti_sense	Q75	hsa-miR-4722-5p,hsa-miR-6511a-3p	Blood protein measurement,-	NES	KIF16B
ENSG00000289007	ENSG00000289007	-2.891421031	0.00340917	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0136377	integenic	Not conserved	hsa-miR-370-3p,hsa-miR-1228-5p,hsa-miR-6769b-5p	NA	DHRSX	PUS7
ENSG00000248515	ENSG00000248515	-1.845168984	0.000434841	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0033220	integenic	Not conserved	NA	NA	SLIT2	HDAC6
ENSG00000254721	ENSG00000254721	3.92520776	0.000115564	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0085414	anti_sense	Q75	hsa-miR-4447	Pr interval,Fev/fec ratio; Response to bronchodilator,-	SHANK2	CRAT
ENSG00000268496	ENSG00000268496	-4.838960856	2.35e-12	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0145799	sense	Not conserved	hsa-miR-762,hsa-miR-6779-5p	-	TTYH1	SEMA4G
ENSG00000258768	ENSG00000258768	-2.402738214	0.001887973	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0099772	overlap_antisense,anti_sense,sense	Q50	hsa-miR-6809-3p	Cervical carcinoma,Alzheimer's disease biomarker measurement,-	TTC5	HNRNPH3
ENSG00000289075	ENSG00000289075	-2.017235203	0.004102634	FCIBC02 Parent_ctrl vs Parent_Doxo	NA	NA	NA	NA	NA	IRX1	RTCB
ENSG00000233785	ENSG00000233785	-1.845447472	0.012654359	FCIBC02 Parent_ctrl vs Parent_Doxo	HSALNG0137010	sense	Q75	hsa-miR-619-5p	Shoulder impingement syndrome; Rotator cuff tear,Ribose-5-phosphate measurement; Ribulose-5-phosphate measurement	ACOT9	SYNGR1
